"","State","County","Site","Date","X24hrPM","Time","CloudAOD","PCloudAOD","CloudRadius","CloudWaterPath","CloudTopHgt","CloudPhase","CloudTopTemp","CloudEmmisivity","PAnyCld","PSingleCld","PMultiCld"
"16",6,1,7,"2007-05-24",8.9,"2050",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"17",6,1,7,"2007-05-30",6.6,"1835",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"18",6,1,7,"2007-05-30",6.6,"2155",1.28999997116625,0.88999998010695,28.0399993732572,21,9100,6,8737,19,0.44,1,0
"19",6,1,7,"2007-06-05",3.1,"1935",15.4099996555597,4.11999990791082,9.63999978452921,95.5,2950,1,12384,96,0.88,0.545454545454545,0.454545454545455
"20",6,1,7,"2007-06-05",3.1,"2115",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"21",6,1,7,"2007-06-11",6.8,"1900",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"22",6,1,7,"2007-06-11",6.8,"2040",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"23",6,1,7,"2007-06-17",9.4,"1825",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"24",6,1,7,"2007-06-17",9.4,"2140",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"25",6,1,7,"2007-06-23",6.3,"1925",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"26",6,1,7,"2007-06-23",6.3,"2105",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"27",6,1,7,"2007-06-29",3.2,"1850",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"28",6,1,7,"2007-06-29",3.2,"2205",0.649999985471368,NA,30.6299993153661,12,10350,2,8422,32.5,0.74,1,0
"29",6,1,7,"2007-07-05",14.6,"1810",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"30",6,1,7,"2007-07-05",14.6,"2130",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"31",6,1,7,"2007-07-11",3.1,"1915",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"32",6,1,7,"2007-07-11",3.1,"2050",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"33",6,1,7,"2007-07-17",2.5,"1835",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"34",6,1,7,"2007-07-23",3,"2115",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"35",6,1,7,"2007-07-29",3.7,"1900",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"36",6,1,7,"2007-07-29",3.7,"2040",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"37",6,1,7,"2007-08-04",5.2,"2140",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"38",6,1,7,"2007-08-10",7,"1925",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"39",6,1,7,"2007-08-10",7,"2105",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"40",6,1,7,"2007-08-16",3.6,"1850",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"41",6,1,7,"2007-08-22",8.3,"1950",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"42",6,1,7,"2007-08-22",8.3,"2130",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"43",6,1,7,"2007-08-28",7.7,"1915",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"44",6,1,7,"2007-08-28",7.7,"2050",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"45",6,1,7,"2007-09-03",3.9,"1835",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"46",6,1,7,"2007-09-09",11.2,"1940",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"47",6,1,7,"2007-09-09",11.2,"2115",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"48",6,1,7,"2007-09-15",3.7,"1900",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"49",6,1,7,"2007-09-15",3.7,"2040",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"50",6,1,7,"2007-09-21",6.7,"2140",NA,0.804999982006848,NA,NA,NA,0,-32768,NA,0.08,1,0
"51",6,1,7,"2007-09-27",9.2,"1925",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"52",6,1,7,"2007-09-27",9.2,"2105",1.00999997742474,0.949999978765845,33.3799992538989,21,9925,1,7615,3,0.293333333333333,1,0
"53",6,1,7,"2007-10-03",5.5,"1850",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"54",6,1,7,"2007-10-06",5.7,"1920",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"55",6,1,7,"2007-10-06",5.7,"2055",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"56",6,1,7,"2007-10-09",4.5,"1950",0.559999987483025,0.569999987259507,33.9499992411584,15,11925,1,6521.5,9,0.4,1,0
"57",6,1,7,"2007-10-09",4.5,"2130",1.99999995529652,1.09999997541308,22.8399994894862,28,9450,2,8510,55,0.813333333333333,0.80327868852459,0.19672131147541
"58",6,1,7,"2007-10-12",7.1,"1845",11.0799997523427,NA,14.0799996852875,94,2325,1,12570,100,1,1,0
"59",6,1,7,"2007-10-15",4.7,"1915",5.89999986812472,2.97999993339181,13.0949997073039,51,11300,1,7986,7.5,0.94,0.851063829787234,0.148936170212766
"60",6,1,7,"2007-10-15",4.7,"2050",4.73999989405274,5.28999988175929,20.0199995525181,64,700,1,13367.5,84,0.7,1,0
"61",6,1,7,"2007-10-18",6.7,"1945",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"62",6,1,7,"2007-10-18",6.7,"2120",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"63",6,1,7,"2007-10-21",2.2,"1835",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"64",6,1,7,"2007-10-21",2.2,"2150",NA,0.264999994076788,NA,NA,250,1,14523,66,0.04,1,0
"65",6,1,7,"2007-10-24",10.5,"1905",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"66",6,1,7,"2007-10-24",10.5,"2045",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"67",6,1,7,"2007-10-27",14.4,"1935",NA,0.699999984353781,NA,NA,12775,1,6926.5,2.5,0.2,1,0
"68",6,1,7,"2007-10-27",14.4,"2115",1.16499997396022,1.05499997641891,23.0049994857982,16,12650,1,6943.5,3,0.5,1,0
"69",6,1,7,"2007-10-30",12.1,"1830",9.02999979816377,NA,6.27999985963106,31,2200,1,13006,100,1,1,0
"70",6,1,7,"2007-10-30",12.1,"2145",NA,0.344999992288649,NA,NA,250,1,13918,80,0.32,1,0
"71",6,1,7,"2007-11-02",10.7,"1900",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"72",6,1,7,"2007-11-06",23.9,"1835",NA,1.05999997630715,NA,NA,3000,1,12371.5,20.5,0.16,1,0
"73",6,1,7,"2007-11-08",23.8,"1825",28.989999352023,NA,7.53999983146787,141,3250,1,12777,100,0.98,0.857142857142857,0.142857142857143
"74",6,1,7,"2007-11-08",23.8,"2140",3.18999992869794,NA,16.4299996327609,39,9675,1,8316,20,0.66,0.909090909090909,0.0909090909090909
"75",6,1,7,"2007-11-11",7.1,"1855",9.84999977983534,5.12999988533556,9.88499977905303,54.5,1200,1,13158,88,0.706666666666667,0.981132075471698,0.0188679245283019
"76",6,1,7,"2007-11-11",7.1,"2035",2.03999995440245,1.78999995999038,27.7299993801862,37,450,1,13430,52,0.44,1,0
"77",6,1,7,"2007-11-14",5.8,"1925",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"78",6,1,7,"2007-11-14",5.8,"2105",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"79",6,1,7,"2007-11-17",7.8,"1820",NA,0.484999989159405,NA,NA,250,1,13604,64,0.4,1,0
"80",6,1,7,"2007-11-17",7.8,"2135",NA,0.919999979436398,NA,NA,250,1,13964,40,0.1,1,0
"81",6,1,7,"2007-11-20",5.1,"1850",NA,0.989999977871776,NA,NA,NA,0,-32768,NA,0.0133333333333333,1,0
"82",6,1,7,"2007-11-20",5.1,"2205",0.584999986924231,0.489999989047647,20.3249995457008,8,250,1,13878,100,0.22,1,0
"83",6,1,7,"2007-11-23",8.8,"1920",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"84",6,1,7,"2007-11-23",8.8,"2055",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"85",6,1,7,"2007-11-26",29,"2130",1.98999995552003,NA,22.0799995064735,28,12250,2,6007,43,1,0.973333333333333,0.0266666666666667
"86",6,1,7,"2007-11-29",31.4,"1840",NA,0.604999986477196,NA,NA,NA,0,-32768,NA,0.04,1,0
"87",6,1,7,"2007-11-29",31.4,"2020",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"88",6,1,7,"2007-11-29",31.4,"2200",0.604999986477196,0.92999997921288,13.9149996889755,7.5,250,1,13832,100,0.4,1,0
"89",6,1,7,"2007-12-02",5.3,"1915",NA,2.30999994836748,NA,NA,250,0,-9725,28,0.18,1,0
"90",6,1,7,"2007-12-02",5.3,"2050",3.34499992523342,3.45999992266297,12.6299997176975,26,1150,1,12692,60,0.6,1,0
"91",6,1,7,"2007-12-05",7.8,"2120",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"92",6,1,7,"2007-12-08",5.2,"1835",NA,0.26999999396503,NA,NA,250,1,13139,44,0.12,1,0
"93",6,1,7,"2007-12-11",5.6,"1905",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"94",6,1,7,"2007-12-14",29.1,"1940",NA,0.839999981224537,NA,NA,1900,1,12905,42,0.38,1,0
"95",6,1,7,"2007-12-14",29.1,"2115",NA,1.9499999564141,NA,NA,NA,0,-32768,NA,0.01,1,0
"96",6,1,7,"2007-12-17",5.9,"1830",3.10499993059784,NA,11.5649997415021,22.5,9400,6,7630,43,0.96,0.75,0.25
"97",6,1,7,"2007-12-17",5.9,"2145",42.6499990466982,NA,26.399999409914,695,10050,2,7192,93,1,0.98,0.02
"98",6,1,7,"2007-12-20",4.7,"1900",6.17499986197799,4.4199999012053,9.36499979067594,39,4300,1,10677,25.5,0.53,0.924528301886792,0.0754716981132075
"99",6,1,7,"2007-12-23",18.3,"1930",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"100",6,1,7,"2007-12-23",18.3,"2110",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"101",6,1,7,"2007-12-26",5.9,"1825",NA,0.529999988153577,NA,NA,250,1,13028,88,0.3,1,0
"102",6,1,7,"2007-12-26",5.9,"2140",1.6099999640137,0.92999997921288,16.2399996370077,19.5,6150,1,9405,29,0.46,1,0
"103",6,1,7,"2007-12-29",18.6,"1855",23.1099994834512,NA,11.9499997328967,179.5,3950,6,11935,100,0.933333333333333,0.257142857142857,0.742857142857143
"104",6,1,7,"2007-12-29",18.6,"2035",11.4399997442961,NA,23.6899994704872,162,11575,2,6460.5,45.5,1,0,1
"105",6,1,7,"2008-01-01",30.8,"1925",NA,2.08999995328486,NA,NA,2700,0,-9810,20,0.12,1,0
"106",6,1,7,"2008-01-01",30.8,"2105",NA,1.2349999723956,NA,NA,NA,0,-32768,NA,0.0266666666666667,1,0
"107",6,1,7,"2008-01-10",15.9,"1920",17.2749996138737,NA,9.64999978430569,97,8900,2,8797.5,88,1,0.08,0.92
"108",6,1,7,"2008-01-10",15.9,"2055",26.9899993967265,NA,8.86999980174005,159,9200,6,8611,87,1,0.0133333333333333,0.986666666666667
"109",6,1,7,"2008-01-13",7.6,"1810",0.559999987483025,0.469999989494681,22.8399994894862,9,250,1,13091,100,0.62,1,0
"110",6,1,7,"2008-01-13",7.6,"2130",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"111",6,1,7,"2008-01-16",1.6,"1845",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"112",6,1,7,"2008-01-16",1.6,"2020",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"113",6,1,7,"2008-01-16",1.6,"2200",1.36499996948987,NA,19.974999553524,17,4000,2,11973,100,1,1,0
"114",6,1,7,"2008-01-19",28.2,"1915",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"115",6,1,7,"2008-01-19",28.2,"2050",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"116",6,1,7,"2008-01-22",4.4,"1945",9.07999979704618,NA,17.529999608174,112,3600,1,10774,100,1,0.64,0.36
"117",6,1,7,"2008-01-22",4.4,"2120",98.9799977876246,138.944996894337,22.6099994946271,854,8350,6,9429.5,61.5,0.42,1,0
"118",6,1,7,"2008-01-25",1.3,"1835",9.00499979872257,NA,40.0649991044775,222,9800,2,6582,85,1,0.88,0.12
"119",6,1,7,"2008-01-25",1.3,"2155",34.5099992286414,NA,28.6199993602931,605,10000,2,6566,93,1,1,0
"120",6,1,7,"2008-01-28",4,"1905",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"121",6,1,7,"2008-01-28",4,"2045",NA,2.12999995239079,NA,NA,250,1,13014,26,0.26,0.923076923076923,0.0769230769230769
"122",6,1,7,"2008-01-31",5.9,"1940",35.7549992008135,NA,14.4949996760115,355,4200,1,11334,100,1,1,0
"123",6,1,7,"2008-01-31",5.9,"2115",25.9199994206429,NA,9.84999977983534,170,5475,1,10384.5,80,0.9,0.333333333333333,0.666666666666667
"124",6,1,7,"2008-02-03",4.3,"1830",4.71999989449978,3.70999991707504,18.4799995869398,52,700,1,12657,84,0.24,0.5,0.5
"125",6,1,7,"2008-02-03",4.3,"2145",24.9999994412065,NA,30.7499993126839,483,8750,1,8278.5,64.5,0.74,0.567567567567568,0.432432432432432
"126",6,1,7,"2008-02-06",5.7,"1900",6.91999984532595,4.56999989785254,6.99999984353781,30,900,1,12766,100,1,1,0
"127",6,1,7,"2008-02-06",5.7,"2040",2.39999994635582,2.154999951832,15.8299996461719,21,11700,2,5897,24,0.94,0.978723404255319,0.0212765957446809
"128",6,1,7,"2008-02-09",12.8,"1930",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"129",6,1,7,"2008-02-09",12.8,"2110",NA,0.979999978095293,NA,NA,NA,0,-32768,NA,0.0266666666666667,1,0
"130",6,1,7,"2008-02-12",11.9,"1825",NA,0.219999995082617,NA,NA,250,1,13638,50,0.04,1,0
"131",6,1,7,"2008-02-12",11.9,"2140",NA,0.509999988600612,NA,NA,250,1,14233,20,0.04,1,0
"132",6,1,7,"2008-02-15",7.6,"1855",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"133",6,1,7,"2008-02-18",16,"1925",4.91999989002943,NA,6.14499986264855,19,1325,1,13086.5,100,1,1,0
"134",6,1,7,"2008-02-18",16,"2105",NA,0.669999985024333,NA,NA,250,0,-9552,16,0.05,1,0
"135",6,1,7,"2008-02-21",5.5,"2135",2.96499993372709,NA,20.4599995426834,42.5,1075,1,12819,100,0.56,1,0
"136",6,1,7,"2008-02-24",5.6,"1850",11.2399997487664,NA,14.6899996716529,122,3450,6,11288.5,100,0.66,0,1
"137",6,1,7,"2008-02-27",8.2,"1920",1.38999996893108,1.26999997161329,25.4099994320422,23,11900,6,6722,7,0.106666666666667,1,0
"138",6,1,7,"2008-02-27",8.2,"2100",0.949999978765845,0.649999985471368,45.5099989827722,26,10900,2,7045,21,0.62,1,0
"139",6,1,7,"2008-03-01",4,"2130",NA,0.539999987930059,NA,NA,11825,6,6248,0.5,0.3,1,0
"140",6,1,7,"2008-03-04",8.8,"1840",NA,0.30999999307096,NA,NA,NA,0,-32768,NA,0.02,1,0
"141",6,1,7,"2008-03-07",11.8,"1915",0.899999979883432,0.949999978765845,20.9599995315075,12,6200,1,9774,27,0.68,1,0
"142",6,1,7,"2008-03-07",11.8,"2050",2.95999993383884,NA,27.9849993744865,50.5,11800,2,6244,79,1,0.98,0.02
"143",6,1,7,"2008-03-10",6.9,"2120",NA,0.609999986365438,NA,NA,NA,0,-32768,NA,0.05,1,0
"144",6,1,7,"2008-03-13",2.7,"1835",4.76499989349395,NA,10.9649997549132,30,450,1,13390,100,0.96,1,0
"145",6,1,7,"2008-03-13",2.7,"2155",0.379999991506338,0.57999998703599,7.44999983347952,2,250,1,13854,62,0.24,1,0
"146",6,1,7,"2008-03-16",1.8,"1905",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"147",6,1,7,"2008-03-16",1.8,"2045",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"148",6,1,7,"2008-03-19",4.9,"2115",NA,2.34999994747341,NA,NA,250,0,-32768,28,0.05,1,0
"149",6,1,7,"2008-03-22",7.5,"1830",NA,0.454999989829957,NA,NA,NA,0,-32768,NA,0.04,1,0
"150",6,1,7,"2008-03-25",2,"1900",2.18999995104969,NA,44.6099990028888,61,8850,2,8276,56,0.64,1,0
"151",6,1,7,"2008-03-25",2,"2040",NA,0.88999998010695,NA,NA,4800,0,-10802.5,5,0.16,1,0
"152",6,1,7,"2008-03-28",3.5,"1930",NA,1.65499996300787,NA,NA,NA,0,-32768,NA,0.04,1,0
"153",6,1,7,"2008-03-28",3.5,"2110",9.19499979447573,3.92999991215765,16.3549996344373,103.5,4500,6,11222,91,0.906666666666667,0.588235294117647,0.411764705882353
"154",6,1,7,"2008-03-31",5.7,"1825",NA,0.264999994076788,NA,NA,250,1,13354,32,0.16,1,0
"155",6,1,7,"2008-03-31",5.7,"2140",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"156",6,1,7,"2008-04-06",3.6,"1925",8.56999980844557,2.32999994792044,10.9299997556955,66,350,1,13439.5,62,0.6,1,0
"157",6,1,7,"2008-04-06",3.6,"2105",3.59499991964549,2.61999994143844,11.0849997522309,22.5,250,1,13735,78,0.72,1,0
"158",6,1,7,"2008-04-12",10.6,"1850",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"159",6,1,7,"2008-04-12",10.6,"2205",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"160",6,1,7,"2008-04-18",11.1,"2130",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"161",6,1,7,"2008-04-24",4.3,"1915",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"162",6,1,7,"2008-04-24",4.3,"2050",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"163",6,1,7,"2008-05-06",8.8,"1940",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"164",6,1,7,"2008-05-06",8.8,"2115",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"165",6,1,7,"2008-05-12",11,"1900",1.18999997340143,1.18999997340143,15.2499996591359,10,11700,2,6531,3.5,0.6,1,0
"166",6,1,7,"2008-05-12",11,"2040",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"167",6,1,7,"2008-05-18",5.8,"1825",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"168",6,1,7,"2008-05-18",5.8,"2140",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"169",6,1,7,"2008-05-24",19.2,"1925",8.07999981939793,NA,39.9699991066009,193,9800,2,7704.5,85,1,0.12,0.88
"170",6,1,7,"2008-05-24",19.2,"2105",13.8649996900931,NA,36.5299991834909,293.5,6500,2,9706,90,0.853333333333333,0,1
"171",6,1,7,"2008-05-30",5.1,"1850",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"172",6,1,7,"2008-06-05",6,"1810",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"173",6,1,7,"2008-06-05",6,"2130",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"174",6,1,7,"2008-06-11",4.3,"1915",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"175",6,1,7,"2008-06-11",4.3,"2050",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"176",6,1,7,"2008-06-17",9.6,"1835",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"177",6,1,7,"2008-06-17",9.6,"2155",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"178",6,1,7,"2008-06-23",31.6,"1940",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"179",6,1,7,"2008-06-23",31.6,"2115",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"180",6,1,7,"2008-06-29",13.9,"1900",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"181",6,1,7,"2008-06-29",13.9,"2040",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"182",6,1,7,"2008-07-05",9.3,"1825",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"183",6,1,7,"2008-07-05",9.3,"2140",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"184",6,1,7,"2008-07-11",15.2,"1925",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"185",6,1,7,"2008-07-11",15.2,"2105",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"186",6,1,7,"2008-07-17",9.8,"1850",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"187",6,1,7,"2008-07-23",15.1,"1810",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"188",6,1,7,"2008-07-23",15.1,"2130",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"189",6,1,7,"2008-07-29",5.8,"1915",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"190",6,1,7,"2008-07-29",5.8,"2055",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"191",6,1,7,"2008-08-04",8.4,"1835",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"192",6,1,7,"2008-08-04",8.4,"2155",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"193",6,1,7,"2008-08-10",5.5,"1940",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"194",6,1,7,"2008-08-10",5.5,"2115",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"195",6,1,7,"2008-08-16",9.3,"1900",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"196",6,1,7,"2008-08-16",9.3,"2040",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"197",6,1,7,"2008-08-22",7,"1825",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"198",6,1,7,"2008-08-22",7,"2140",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"199",6,1,7,"2008-08-28",8.5,"2105",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"200",6,1,7,"2008-09-03",9.4,"1850",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"201",6,1,7,"2008-09-09",7.3,"1810",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"202",6,1,7,"2008-09-09",7.3,"1950",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"203",6,1,7,"2008-09-09",7.3,"2130",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"204",6,1,7,"2008-09-15",12.9,"1915",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"205",6,1,7,"2008-09-15",12.9,"2055",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"206",6,1,7,"2008-09-21",5.3,"1835",NA,NA,NA,NA,NA,0,-32768,NA,0,NA,NA
"207",6,1,7,"2008-09-21",5.3,"2155",NA,0.419999990612268,NA,NA,7300,0,-11237.5,2,0.08,1,0
"208",6,1,7,"2008-09-27",8.3,"1940",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"209",6,1,7,"2008-09-27",8.3,"2120",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"210",6,1,7,"2008-10-01",7.8,"1915",1.29499997105449,0.879999980330467,24.9599994421005,20,10925,1,7604,4,0.22,1,0
"211",6,1,7,"2008-10-01",7.8,"2055",1.02999997697771,NA,53.5899988021702,31,9800,2,8420,24.5,0.18,1,0
"212",6,1,7,"2008-10-02",3.5,"2135",23.3199994787574,3.729999916628,5.91999986767769,77,125,1,14399.5,40,0.36,1,0
"213",6,1,7,"2008-10-03",4.8,"1900",1.88999995775521,NA,43.7099990230054,50,3550,2,12281,100,0.36,1,0
"214",6,1,7,"2008-10-03",4.8,"2040",2.66499994043261,NA,29.5299993399531,44.5,11325,2,7214,69.5,1,0.96,0.04
"215",6,1,7,"2008-10-04",3.5,"1945",7.18999983929098,NA,27.7799993790686,124.5,3000,1,12292,100,0.32,1,0
"216",6,1,7,"2008-10-04",3.5,"2125",NA,1.39999996870756,NA,NA,0,0,-9257,20,0.1,1,0
"217",6,1,7,"2008-10-05",5.3,"1850",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"218",6,1,7,"2008-10-06",6,"2110",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"219",6,1,7,"2008-10-07",8.7,"1835",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"220",6,1,7,"2008-10-07",8.7,"2155",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"221",6,1,7,"2008-10-08",8.2,"1920",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"222",6,1,7,"2008-10-08",8.2,"2100",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"223",6,1,7,"2008-10-09",6.7,"1825",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"224",6,1,7,"2008-10-09",6.7,"2145",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
